user,post_date,post_time,post_text,favorite_count,crawl_timestamp
JpLawrence3,2019-04-18,16:02:14,RT @jwingateburks: Check out my op-ed in @WSJ: With nearly 60,000 casualties across all theaters of the war on terror, it's time to take st...,0,2019-04-19 00:02:48
pelhambluefund,2019-04-18,07:42:16,ALERT : SEACERA suspended pending announcement. #saham #bursa #trade,1,2019-04-19 00:02:48
pelhambluefund,2019-04-18,07:11:07,Credit also to @jennychinOC for picking out BIMB. It's outperforming all the big banks this month. The WA looks tas... https://t.co/3XnUryalmg,0,2019-04-19 00:02:48
andri_zakarias,2019-04-17,16:21:32,Indonesian markets are expected to rally as Jokowi takes an early lead https://t.co/OtY3P2L1Wn; Jokowi Menang Quick... https://t.co/5qBq2Fdwgm,0,2019-04-19 00:02:48
pelhambluefund,2019-04-17,05:54:08,RT @pelhambluefund: NEW POST ! (15 APRIL):TradeOfTheWeek - FRONTKEN CORP BHD (Learn how we made nearly RM3,000 with our Contra tactics)...,0,2019-04-19 00:02:48
Rifan_Palembang,2019-04-16,08:29:27,Check out my new blog post - https://t.co/l7qxwaSC1z,0,2019-04-19 00:02:48
pelhambluefund,2019-04-16,04:27:00,Any comments?#trade #bursa #finance #saham https://t.co/ffFdqprAnZ,0,2019-04-19 00:02:48
pelhambluefund,2019-04-15,04:23:56,NEW POST ! (15 APRIL):TradeOfTheWeek - FRONTKEN CORP BHD (Learn how we made nearly RM3,000 with our Contra tactic... https://t.co/VLTUhzNtEE,3,2019-04-19 00:02:48
EmfiSecurities,2019-04-13,10:00:05,Ahead of the Presidential Election, the Password to Sell Again Saratoga Shares Rp. 71 M - detikFinancehttps://t.co/2yRPIOx8wt,1,2019-04-19 00:02:48
pelhambluefund,2019-04-13,06:56:13,RT @pelhambluefund: A very quick 18% profits (RM2,250) in SEDANIA as we saw accumulation activity that fits our trading criteria. We sold e...,0,2019-04-19 00:02:48
EmfiSecurities,2019-04-12,13:20:10,Want to Have Traveloka Shares? Wait for the Main Date - detikFinancehttps://t.co/exXa0WgRZR,0,2019-04-19 00:02:48
pelhambluefund,2019-04-12,05:40:10,A very quick 18% profits (RM2,250) in SEDANIA as we saw accumulation activity that fits our trading criteria. We so... https://t.co/HcG0TXkmMD,6,2019-04-19 00:02:48
pelhambluefund,2019-04-11,05:25:55,RT @pelhambluefund: 8 April - NEW BLOG POST!Learn how we traded DAYANG differently. Brief market panics are a goldmine for the careful tr...,0,2019-04-19 00:02:48
EmfiSecurities,2019-04-10,20:00:04,Take note! These are New Prospective Issuers on the RI Market Stock Exchange - CNBC Indonesiahttps://t.co/vNPfgDlGI2,0,2019-04-19 00:02:48
pelhambluefund,2019-04-10,08:35:43,We ask you : how would you trade them? #labur #saham #finance #bursa,0,2019-04-19 00:02:48
pelhambluefund,2019-04-10,08:30:07,Massive volumes today. We see at least two days of volatile action. EKOVEST-WB looks good, so does IWCITY.#bursa #trade #saham #finance,0,2019-04-19 00:02:48
ket_sparrow,2019-04-19,14:44:07,@raishussin Falling wedge pattern . KLSE will going up. chill. https://t.co/GjqDXwQEU9,1,2019-04-19 23:27:39
Ehsan920,2019-04-19,11:34:36,RT @khalidkarim: KLSE is not the economy.Higher profits for corporates does not translate to better wages for workers.Employment on Megap...,0,2019-04-19 23:27:39
Husnahamzan,2019-04-19,10:52:20,RT @khalidkarim: KLSE is not the economy.Higher profits for corporates does not translate to better wages for workers.Employment on Megap...,0,2019-04-19 23:27:39
GaryDrinkwater2,2019-04-19,10:35:36,RT @kontarOP: @GaryDrinkwater2 KLSE CI is good indicator of financial market confidence of GoMen. @chedetofficial must be advised @MukhrizM...,0,2019-04-19 23:27:39
degarbageMan,2019-04-19,10:35:19,@staronline This couple gonna make tvb run out of business and the entire HK stock market going to crash and when t... https://t.co/0grUo59TYO,0,2019-04-19 23:27:39
j_subatra,2019-04-19,09:50:59,RT @khalidkarim: KLSE is not the economy.Higher profits for corporates does not translate to better wages for workers.Employment on Megap...,0,2019-04-19 23:27:39
AKUTIDAKADA,2019-04-19,09:43:53,RT @kontarOP: @GaryDrinkwater2 KLSE CI is good indicator of financial market confidence of GoMen. @chedetofficial must be advised @MukhrizM...,0,2019-04-19 23:27:39
kontarOP,2019-04-19,09:34:53,@GaryDrinkwater2 KLSE CI is good indicator of financial market confidence of GoMen. @chedetofficial must be advised... https://t.co/lXjv9InF5V,4,2019-04-19 23:27:39
GurneetKhanna,2019-04-19,09:29:57,#Todays #Profit#SE #KLSE #DUFU (CODE : 7233) ROCKSSS 1.89&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;1.97, OUR 1ST TGT ACHIEVED, BOOK SUPERB #PROFIT... https://t.co/dYDxv3ZozJ,0,2019-04-19 23:27:39
Bearking1363,2019-04-19,08:32:09,@DavidInglesTV @Khairykj It's call investing opportunities.  Now that Klse has corrected. Biasalah . try again.,0,2019-04-19 23:27:39
Adam36223478,2019-04-19,08:16:37,@myintifada I really cannot relate when he n the PHools say pulihkan economy. When they came in the world economy w... https://t.co/IVBKK3ZZHO,0,2019-04-19 23:27:39
Rosesul66793889,2019-04-19,07:12:25,SE KLSE BUY LIONIND (CODE : 4235) ABOVE 0.585 TGT 0.605-0.63 SL 0.56@babypips @forexlive @ETForex @DailyFX... https://t.co/dl7DW0FoPd,1,2019-04-19 23:27:39
brandonleong_,2019-04-19,05:44:00,RT @khalidkarim: KLSE is not the economy.Higher profits for corporates does not translate to better wages for workers.Employment on Megap...,0,2019-04-19 23:27:39
Raja_Rajan,2019-04-19,05:42:45,@eddydaud Fine but the KLSE is underperforming. But give it time, itll bounce back.,0,2019-04-19 23:27:39
Rosesul66793889,2019-04-19,04:33:00,SE KLSE BUY MRCB (CODE : 1651) ABOVE 0.95 TGT 0.985-1.02 SL 0.91  @forexnews @SignalFactory  @FXClubOfficial... https://t.co/WbxQmt15xt,1,2019-04-19 23:27:40
afiefFirdaus,2019-04-19,15:27:16,Mama: kalau nak kerja malaysia, cut down your shopping and starbucks addiction.,0,2019-04-19 23:27:40
joohetuan,2019-04-19,15:27:13,RT @changkisoo: SUNWAY PYRAMID IN MALAYSIA YALL MALAYSIAAAAA,0,2019-04-19 23:27:40
__xxnaqieyaeyd,2019-04-19,15:26:50,RT @twt_kecantikann: SASA MalaysiaBuy 1 FREE 1, Buy 2 FREE 3, PWP @ RM50, and many more!                Don't miss out ,and grab the...,0,2019-04-19 23:27:40
cikfaratiqa,2019-04-19,15:26:46,We were talking about the Muslim Malays entitlement in Malaysia being the majority. How Malaysia are the only count... https://t.co/1HkKxVZ1rw,0,2019-04-19 23:27:40
maryloca04645,2019-04-19,15:26:45,RT @BTSxRadioMY: APRIL 17, 2019Spotify Malaysia Top 200 #1 (=) Boy With Luv - 92,696#6 (-1) Mikrokosmos - 33,585#11 (-5) Make It Rig...,0,2019-04-19 23:27:40
heidiguerer,2019-04-19,15:26:41,RT @theworldindex: Workers rights, 2018:=1.Austria=1.Finland=1.Iceland6.Norway9.Germany14.Canada18.France37.UK50...,0,2019-04-19 23:27:40
sravin10,2019-04-19,15:26:07,RT @EricssonAPAC: #Breaking! YAB Tun Dr. Mahathir Mohamad, the Prime Minister of Malaysia makes the country's First 5G hologram call at #5G...,0,2019-04-19 23:27:40
Xd17Ma,2019-04-19,15:27:24,RT @BitcoinMagazine: Looyens formerly held the position of Country Executive at ABN AMRO Bank in Spain, and he will be taking over from Nic...,0,2019-04-19 23:27:40
yachtinglife,2019-04-19,15:27:19,RT @KipChandlery: The doors open on our biggest ever #Clothing Super #Sale here at #KipMarina on Saturday 27th April at 11am https://t.co/X...,0,2019-04-19 23:27:40
ZipseHaus,2019-04-19,15:27:16,Unwritten Necklace Sterling Silver New Over Stock With Out Tags Take a look $5.00 #sterlingsilver #silversterling... https://t.co/QwqXVrZut1,0,2019-04-19 23:27:40
MGalambush,2019-04-19,15:27:14,RT @MotherJones: This is how the Trump 2020 campaign is targeting voters on Facebook https://t.co/gXPpQSIjBI,0,2019-04-19 23:27:40
at254Kenya,2019-04-19,15:27:12,Lyft might eventually make money -- but it could take 7 years to get there, analyst says (LYFT) https://t.co/d69kFPWOJO,0,2019-04-19 23:27:40
Cake_poppi,2019-04-19,15:27:12,RT @BluePotionCo:  GIVEAWAY  I'm giving away this Animal Crossing backpack! Only 100 made and they are now out of stock! Made of waterpr...,0,2019-04-19 23:27:40
DawnPedel,2019-04-19,15:27:11,RT @SunnyD_UK: Follow, Retweet and Reply for the chance to win a PS30 Supermarket Voucher so you can stock up on Sunny D for all your friend...,0,2019-04-19 23:27:40
tommy_pipsqueak,2019-04-19,15:27:09,RT @SunnyD_UK: Follow, Retweet and Reply for the chance to win a PS30 Supermarket Voucher so you can stock up on Sunny D for all your friend...,0,2019-04-19 23:27:40
decentflour,2019-04-19,15:27:07,RT @javeigh: the stock market in 1929 https://t.co/zo16rqP1Dc,0,2019-04-19 23:27:40
ConsumerFeed,2019-04-19,15:27:04,Teladoc Health Inc $TDOC CEO Jason N. Gorevic Sells 30,000 Shares of Stock https://t.co/Tg03itwApu,0,2019-04-19 23:27:40
JJBills14,2019-04-19,15:27:04,Stock Images of Beautiful Women and Border Wall Propaganda: the Trump Campaign's Facebook Ad Strategy - Mother Jones https://t.co/yNblIIlDCM,0,2019-04-19 23:27:40
marciojmsilva,2019-04-19,15:27:03,Lyft might eventually make money -- but it could take 7 years to get there, analyst says (LYFT)... https://t.co/Tve1ekwEzq,0,2019-04-19 23:27:41
ConsumerFeed,2019-04-19,15:27:03,Insider Selling: AeroVironment, Inc. $AVAV Chairman Sells 15,987 Shares of Stock https://t.co/jPe5Qfup9h,0,2019-04-19 23:27:41
HPTarget,2019-04-19,15:27:03,Lyft might eventually make money -- but it could take 7 years to get there, analyst says (LYFT)... https://t.co/AaHZVuGm9G,0,2019-04-19 23:27:41
pelhambluefund,2019-04-19,13:46:36,@surayaror @mrstingy2014 @faridbahrudin @faizwahab @chemfaiz @rafidahfarhana @farahadiraIFP @_amaluddin... https://t.co/4wVixcyR8I,3,2019-04-19 23:27:41
akiieh,2019-04-19,13:42:27,RT @pelhambluefund: ALERT : GOVT TO REVIVE BANDAR MALAYSIA PROJECTIWCITY EKOVEST #bursa #finance #saham,0,2019-04-19 23:27:41
A_Kim95,2019-04-19,13:37:57,@dloptre @fmtoday @NajibRazak  too much spin doesn't look good also.We can see how much preception and prejudic... https://t.co/CR17SjZxFo,0,2019-04-19 23:27:41
pelhambluefund,2019-04-19,13:16:00,RT @pelhambluefund: ALERT : GOVT TO REVIVE BANDAR MALAYSIA PROJECTIWCITY EKOVEST #bursa #finance #saham,0,2019-04-19 23:27:41
pelhambluefund,2019-04-19,10:50:47,RT @pelhambluefund: Net gains after factoring earlier losses. Still RM3.4k (6% profits) within 4 days. We gotta lose 2k to make 5k (3k ne...,0,2019-04-19 23:27:41
pelhambluefund,2019-04-19,09:04:02,There should be *a bit* of excitement for these counters come Monday. #trade #saham #finance #bursa,0,2019-04-19 23:27:41
pelhambluefund,2019-04-19,08:57:35,ALERT : GOVT TO REVIVE BANDAR MALAYSIA PROJECTIWCITY EKOVEST #bursa #finance #saham,5,2019-04-19 23:27:41
pelhambluefund,2019-04-19,07:07:18,Net gains after factoring earlier losses. Still RM3.4k (6% profits) within 4 days. We gotta lose 2k to make 5k (3... https://t.co/vD3EU7BheZ,0,2019-04-19 23:27:41
pelhambluefund,2019-04-19,07:02:54,What a day.#trade #saham #finance #bursa https://t.co/Tqgo58qICC,0,2019-04-19 23:27:41
pelhambluefund,2019-04-19,04:36:08,We actually lost RM1.5k due to volatility during the first round of this rally. It's a difficult way to make RM800,... https://t.co/DajiPrE0VQ,0,2019-04-19 23:27:41
pelhambluefund,2019-04-19,02:32:11,We highlighted DWL 4 days ago. Today's update #trade #saham #finance #bursa https://t.co/xFtc8mh0RQ,1,2019-04-19 23:27:41
pelhambluefund,2019-04-18,07:42:16,ALERT : SEACERA suspended pending announcement. #saham #bursa #trade,1,2019-04-19 23:27:41
pelhambluefund,2019-04-18,07:11:07,Credit also to @jennychinOC for picking out BIMB. It's outperforming all the big banks this month. The WA looks tas... https://t.co/3XnUryalmg,0,2019-04-19 23:27:41
andri_zakarias,2019-04-17,16:21:32,Indonesian markets are expected to rally as Jokowi takes an early lead https://t.co/OtY3P2L1Wn; Jokowi Menang Quick... https://t.co/5qBq2Fdwgm,0,2019-04-19 23:27:41
pelhambluefund,2019-04-17,05:54:08,RT @pelhambluefund: NEW POST ! (15 APRIL):TradeOfTheWeek - FRONTKEN CORP BHD (Learn how we made nearly RM3,000 with our Contra tactics)...,0,2019-04-19 23:27:42
MuizAl,2019-04-20,10:40:24,Checkout this opinion article by BURSAMASTER on NGGB (KLSE stock code 7241): https://t.co/j7QlRfGmZV, #BSKL... https://t.co/o8plkykI1u,0,2019-04-20 23:23:18
EpicResearchMY,2019-04-20,07:04:23,Free Trading WebinarTopic: Market Outlook - SGX/KLSE "May" is for Bulls or Bears. Registration For free :... https://t.co/i6lJC1GgXo,0,2019-04-20 23:23:19
Lady_Hahaa,2019-04-20,05:16:35,@itxUsman555 Sary hs rhy klse ,0,2019-04-20 23:23:19
ashraffsenz,2019-04-20,00:59:52,RT @khalidkarim: KLSE is not the economy.Higher profits for corporates does not translate to better wages for workers.Employment on Megap...,0,2019-04-20 23:23:19
KLSE_Bursa,2019-04-19,22:37:19,The market is recovering, this is the best time you can earn now. Don't miss the chances. Let maximize gain and reduce the loss last week.,1,2019-04-20 23:23:19
pak9,2019-04-19,20:29:31,RT @khalidkarim: KLSE is not the economy.Higher profits for corporates does not translate to better wages for workers.Employment on Megap...,0,2019-04-20 23:23:19
zackmirul_,2019-04-19,19:32:33,RT @ket_sparrow: @raishussin Falling wedge pattern . KLSE will going up. chill. https://t.co/GjqDXwQEU9,0,2019-04-20 23:23:19
ket_sparrow,2019-04-19,14:44:07,@raishussin Falling wedge pattern . KLSE will going up. chill. https://t.co/GjqDXwQEU9,6,2019-04-20 23:23:19
Ehsan920,2019-04-19,11:34:36,RT @khalidkarim: KLSE is not the economy.Higher profits for corporates does not translate to better wages for workers.Employment on Megap...,0,2019-04-20 23:23:19
Husnahamzan,2019-04-19,10:52:20,RT @khalidkarim: KLSE is not the economy.Higher profits for corporates does not translate to better wages for workers.Employment on Megap...,0,2019-04-20 23:23:19
GaryDrinkwater2,2019-04-19,10:35:36,RT @kontarOP: @GaryDrinkwater2 KLSE CI is good indicator of financial market confidence of GoMen. @chedetofficial must be advised @MukhrizM...,0,2019-04-20 23:23:19
degarbageMan,2019-04-19,10:35:19,@staronline This couple gonna make tvb run out of business and the entire HK stock market going to crash and when t... https://t.co/0grUo59TYO,0,2019-04-20 23:23:19
j_subatra,2019-04-19,09:50:59,RT @khalidkarim: KLSE is not the economy.Higher profits for corporates does not translate to better wages for workers.Employment on Megap...,0,2019-04-20 23:23:19
AKUTIDAKADA,2019-04-19,09:43:53,RT @kontarOP: @GaryDrinkwater2 KLSE CI is good indicator of financial market confidence of GoMen. @chedetofficial must be advised @MukhrizM...,0,2019-04-20 23:23:19
kontarOP,2019-04-19,09:34:53,@GaryDrinkwater2 KLSE CI is good indicator of financial market confidence of GoMen. @chedetofficial must be advised... https://t.co/lXjv9InF5V,4,2019-04-20 23:23:19
ilmarnaizaron,2019-04-20,15:23:01,RT @MelGohCNA: Suriram - a traditional Malay folk song . Beautifully belted out by Malaysian singer Zainal Abidin .  He believes that all c...,0,2019-04-20 23:23:19
hishamrahim,2019-04-20,15:22:55,RT @theworldindex: Most Influential Countries, in 2019:1.US2.China3.Russia4.UK5.Germany6.France7.Japan8.Israel9....,0,2019-04-20 23:23:19
biznsa_21,2019-04-20,15:22:51,RT @malaymail: MACC nabs 22 enforcement officers from Penang RTD in second round of arrests https://t.co/giK3dnKheV,0,2019-04-20 23:23:19
Berita1957,2019-04-20,15:22:44,RT @fmtoday: Economic affairs minister says there will be no federal government allocation to revive the project. https://t.co/fBUHPfOpcn,0,2019-04-20 23:23:19
louielambert13,2019-04-20,15:22:38,RT @rare_review: Lynas has officially denied the allegation of the breach of law on the residue storage.https://t.co/IpPHkGthHV#Lynas #ne...,0,2019-04-20 23:23:19
_miadanial,2019-04-20,15:22:34,RT @amalsuy: Repeat after me:HIV, AIDS, STDs - they are caused by unsafe sex. It has NOTHING to do with sexual orientations.If you are s...,0,2019-04-20 23:23:20
zulq73,2019-04-20,15:22:16,@MUFC_Malaysia If they don't have any spirit and feel to be a Man Utd players.. Just let them move.OGS need to bui... https://t.co/RV2ED7bBYP,0,2019-04-20 23:23:20
nursofea_oya,2019-04-20,15:22:15,RT @AhmadFarhanPoad: Dear @Oprah, blessed your heart. There is a child in Malaysia who is suffering germ cell tumor since she was born. Her...,0,2019-04-20 23:23:20
nxsxrxh,2019-04-20,15:22:14,RT @boosanprince: [HELP RT ]QUICK GIVEAWAYMalaysia only &amp; must be following meattend #LoveAffairInKL tomorrowrt and likeends t...,0,2019-04-20 23:23:20
Bangtanworld6,2019-04-20,15:22:14,@JungooClaps Malaysia, HOME ,0,2019-04-20 23:23:20
xCharlotte_xx,2019-04-20,15:23:02,When there are so many holiday clothes I want from @inthestyleUK but it's all out of stock in my size ,0,2019-04-20 23:23:20
AgnesPoole15,2019-04-20,15:23:01,RT @marie_kate2: M&amp;S Mojito... Out of stock online ,0,2019-04-20 23:23:20
MichaelKoropsak,2019-04-20,15:23:00,@BernieSanders Lowest unemployment in 50 years, 4 million Americans off food stamps , strongest military in history... https://t.co/K566fDmSRp,0,2019-04-20 23:23:20
NirvanaMolds,2019-04-20,15:23:00,Back in stock!! 6-cavity Macaroon Silicone Mold available now! Mold suitable for edible and non-edible materials. P... https://t.co/ymbVvSVjZO,0,2019-04-20 23:23:20
Stock_brz,2019-04-20,15:22:58,RT @DevinnJay: bro y'all go out the WAY to get back at y'all ex's for cheating, this shit crazy af to me lmao https://t.co/3dEOCyoO97,0,2019-04-20 23:23:20
Oddy1J,2019-04-20,15:22:55,@ChristinaW_x Good, because i carry my own stock and i can't sell them,0,2019-04-20 23:23:20
Lucy_Mors,2019-04-20,15:22:51,1903 1st World Series RED SOX vs PIRATES Nostalgia 22"x14" Heavy Stock Poster | eBayhttps://t.co/1S3NyuSn3C ... https://t.co/pz3ULw9vod,0,2019-04-20 23:23:20
Munendran,2019-04-20,15:22:36,@latha_venkatesh Latha Venkatesh take on BJP is very mild. It is not faults that were committed by BJP, they are bl... https://t.co/JA7uIbzSqp,0,2019-04-20 23:23:20
krishhRA,2019-04-20,15:22:35,RT @kunalkamra88: The below image is not real. No the New York stock exchange is not doing this, a disclaimer is usually not required but...,0,2019-04-20 23:23:20
tmj_ny_manuf,2019-04-20,15:22:32,Looking to score a job at CVS Health? You're in luck. Click the link in our bio for the job description and informa... https://t.co/c2Uok7eayB,0,2019-04-20 23:23:20
jordanblancoSF,2019-04-20,15:22:30,RT @zealiosskincare: Last chance to save 25% off all products! Sale ends TODAY. Summer is just around the corner, so why not stock up and...,0,2019-04-20 23:23:21
mikey_perth,2019-04-20,15:22:27,@TheQuartering Go check how much revenue and profit EA has been bringing in, it's in the Hundreds of millions, FYI https://t.co/D7HGQAOwIC,0,2019-04-20 23:23:21
NewsComplex,2019-04-20,15:22:23,Why The Fed Rigs The Stock Market https://t.co/s9pVzxG8II,0,2019-04-20 23:23:21
ArtCantabile,2019-04-20,13:52:28,RT @radinmikah: Before this people keep saying that ekonomi malaysia worst because of drop in price oil. Now, after 4 months, oil price has...,0,2019-04-20 23:23:21
pelhambluefund,2019-04-20,11:47:01,RT @pelhambluefund: Want to trade Bursa Malaysia warrants like us? Check out this handy guide for starters:https://t.co/FjCU6wEKf5#trad...,0,2019-04-20 23:23:21
Had1Nasution,2019-04-20,09:14:14,RT @radinmikah: Before this people keep saying that ekonomi malaysia worst because of drop in price oil. Now, after 4 months, oil price has...,0,2019-04-20 23:23:21
radinmikah,2019-04-20,08:17:12,Before this people keep saying that ekonomi malaysia worst because of drop in price oil. Now, after 4 months, oil p... https://t.co/g27w2cEEmq,0,2019-04-20 23:23:21
pelhambluefund,2019-04-20,03:17:32,RT @pelhambluefund: Net gains after factoring earlier losses. Still RM3.4k (6% profits) within 4 days. We gotta lose 2k to make 5k (3k ne...,0,2019-04-20 23:23:21
pelhambluefund,2019-04-19,13:46:36,@surayaror @mrstingy2014 @faridbahrudin @faizwahab @chemfaiz @rafidahfarhana @farahadiraIFP @_amaluddin... https://t.co/4wVixcyR8I,8,2019-04-20 23:23:21
akiieh,2019-04-19,13:42:27,RT @pelhambluefund: ALERT : GOVT TO REVIVE BANDAR MALAYSIA PROJECTIWCITY EKOVEST #bursa #finance #saham,0,2019-04-20 23:23:21
A_Kim95,2019-04-19,13:37:57,@dloptre @fmtoday @NajibRazak  too much spin doesn't look good also.We can see how much preception and prejudic... https://t.co/CR17SjZxFo,1,2019-04-20 23:23:21
pelhambluefund,2019-04-19,13:16:00,RT @pelhambluefund: ALERT : GOVT TO REVIVE BANDAR MALAYSIA PROJECTIWCITY EKOVEST #bursa #finance #saham,0,2019-04-20 23:23:21
pelhambluefund,2019-04-19,09:04:02,There should be *a bit* of excitement for these counters come Monday. #trade #saham #finance #bursa,0,2019-04-20 23:23:21
pelhambluefund,2019-04-19,08:57:35,ALERT : GOVT TO REVIVE BANDAR MALAYSIA PROJECTIWCITY EKOVEST #bursa #finance #saham,5,2019-04-20 23:23:21
pelhambluefund,2019-04-19,07:07:18,Net gains after factoring earlier losses. Still RM3.4k (6% profits) within 4 days. We gotta lose 2k to make 5k (3... https://t.co/vD3EU7BheZ,0,2019-04-20 23:23:21
pelhambluefund,2019-04-19,07:02:54,What a day.#trade #saham #finance #bursa https://t.co/Tqgo58qICC,0,2019-04-20 23:23:21
pelhambluefund,2019-04-19,04:36:08,We actually lost RM1.5k due to volatility during the first round of this rally. It's a difficult way to make RM800,... https://t.co/DajiPrE0VQ,0,2019-04-20 23:23:21
pelhambluefund,2019-04-19,02:32:11,We highlighted DWL 4 days ago. Today's update #trade #saham #finance #bursa https://t.co/xFtc8mh0RQ,1,2019-04-20 23:23:21
FengMian11,2019-04-22,09:43:08,KLSE Malaysia's popular stock updates and get real-time stock signals.- Do you like a 2-day free trial? -Tags: Be... https://t.co/tVfU8lsmMK,0,2019-04-22 20:40:57
LisaRay03478116,2019-04-22,06:41:39,KLSE UPDATE : PRESBHD (CODE : 5204) ROCKSSS 0.495&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;0.515, OUR 1ST TGT  ACHIEVED, BOOK SUPERB PROFIT,1,2019-04-22 20:40:57
signalexpert1,2019-04-22,06:41:10,KLSE UPDATE : PRESBHD (CODE : 5204) ROCKSSS 0.495&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;0.515, OUR 1ST TGT  ACHIEVED, BOOK SUPERB PROFIT,1,2019-04-22 20:40:57
Angelwong66,2019-04-22,06:03:31,To Know more PM +601113476261@Bursa_Malaysia @klsetips @StockAlliance1 @KLSE_Investor @bursamalaysia@mwklse... https://t.co/DAIaMQVHZn,1,2019-04-22 20:40:57
signalexpert1,2019-04-22,04:37:39,#LIVE #KLSE #BUY #PRESBHD (CODE : 5204) ABOVE 0.495 TGT 0.515-0.535 SL 0.475#Ping #me on #Telegram:... https://t.co/kNYOVqViAG,1,2019-04-22 20:40:57
LisaRay03478116,2019-04-22,04:37:37,#LIVE #KLSE #BUY #PRESBHD (CODE : 5204) ABOVE 0.495 TGT 0.515-0.535 SL 0.475#Ping #me on #Telegram:... https://t.co/uPt4ZlLhOk,1,2019-04-22 20:40:57
Angelwong66,2019-04-22,04:27:31,#Live #KLSE #Signal #BUY #PRESBHD(5204) ABOVE 0.495 TGT 0.515-0.535 SL 0.475 To Know more PM +601113476261... https://t.co/IUgmO4LwBt,1,2019-04-22 20:40:57
Rosesul66793889,2019-04-22,04:13:08,SE KLSE BUY PRESBHD (CODE : 5204) ABOVE 0.495 TGT 0.515-0.535 SL 0.475 for more information whatsapp:-... https://t.co/BegCrVmHpL,1,2019-04-22 20:40:57
newmsiaherald,2019-04-22,04:12:59,Malaysia dimming performance outlook drives investors away #malaysia #investment #klse #economy https://t.co/O5lcNY5PZT,1,2019-04-22 20:40:57
SEAYellowCab,2019-04-21,21:20:03,It's #NationalParkWeek! Celebrate by visiting America's smallest National Park unit: Klondike Gold Rush National Hi... https://t.co/in97aBKmJ0,0,2019-04-22 20:40:57
chencheungishak,2019-04-21,00:06:30,RT @khalidkarim: KLSE is not the economy.Higher profits for corporates does not translate to better wages for workers.Employment on Megap...,0,2019-04-22 20:40:57
nikyusof,2019-04-20,22:45:12,The thing is, I don't see that happening and those defending the Ringgit and market injectors can still support thi... https://t.co/9tDFAtJpra,0,2019-04-22 20:40:57
Klse_2_my_soul,2019-04-20,15:47:03,RT @TeamMessiHQ: What do you want Messi to win?RT for Copa America Like for Treble Like &amp; RT for both https://t.co/eLIzBc1YPi,0,2019-04-22 20:40:58
MuizAl,2019-04-20,10:40:24,Checkout this opinion article by BURSAMASTER on NGGB (KLSE stock code 7241): https://t.co/j7QlRfGmZV, #BSKL... https://t.co/o8plkykI1u,0,2019-04-22 20:40:58
EpicResearchMY,2019-04-20,07:04:23,Free Trading WebinarTopic: Market Outlook - SGX/KLSE "May" is for Bulls or Bears. Registration For free :... https://t.co/i6lJC1GgXo,0,2019-04-22 20:40:58
Galaxi_Xavier,2019-04-22,12:40:42,RT @kim_jungoo: Korea: DiamondsIndonesia: IndomyPhilippines: PearlsSingapore: SapphireJapan: JemsMalaysia: MyracleChina: Cuties...,0,2019-04-22 20:40:58
chaeyoung_tacos,2019-04-22,12:40:42,RT @twicestats: Top Countries Who Streamed TWICE on Youtube in 2018#1  Japan -- 602M#2  South Korea -- 311M#3  Philippines -- 187M...,0,2019-04-22 20:40:58
Misbahulamin16,2019-04-22,12:40:38,RT @business: These eight countries are responsible for 63.6% of ocean trash:ChinaIndonesiaPhilippinesVietnamSri LankaThailandEgypt...,0,2019-04-22 20:40:58
wanting_1207,2019-04-22,12:40:34,RT @jjanggboomm: Fact: Malaysian Army is the luckiest because everyday we meet and touch RM in real life :')Yes, i mean Ringgit Malaysia...,0,2019-04-22 20:40:58
sofiatttran,2019-04-22,12:40:32,RT @twicestats: #TWICE_FANCY is currently trending in these places:#1  Worldwide#1  United States#1  Indonesia#1  Thailand#1...,0,2019-04-22 20:40:58
Jins_Alpaca,2019-04-22,12:40:30,RT @kim_jungoo: Korea: DiamondsIndonesia: IndomyPhilippines: PearlsSingapore: SapphireJapan: JemsMalaysia: MyracleChina: Cuties...,0,2019-04-22 20:40:58
suriya_smk,2019-04-22,12:40:27,RT @rameshlaus: #AvengersEndgame Release Date WW :Apr 24th :#China#Australia#France#Malaysia#Singapore #UAEApr 25th :#UK...,0,2019-04-22 20:40:58
NewsShamel,2019-04-22,12:40:27,IWCity, Ekovest say not involved in reinstated Bandar Malaysia project https://t.co/VNQNMNmivX,0,2019-04-22 20:40:58
TraderKos,2019-04-22,12:40:42,This is how the Trump 2020 campaign is targeting voters on Facebook https://t.co/kRNkTsTD11 via @MotherJones,0,2019-04-22 20:40:58
AlacranNY,2019-04-22,12:40:40,#AlacranTequila products are available at Wineworks at 319 West Rte 70, Marlton, NJ 08053. Stop by today to stock u... https://t.co/zUQInmJiov,0,2019-04-22 20:40:58
DG_Assist,2019-04-22,12:40:39,RT @EPANPR: #Stolen overnight in #Billericay EK68WZV Ford Kuga Titanium X in Red. May be in the #Billericay or #Brentwood area. If seen con...,0,2019-04-22 20:40:58
madelynost,2019-04-22,12:40:30,Literally just heard a financial company use "This too will pass" and "The sun will shine again" to promote their stock advising service.,0,2019-04-22 20:40:58
